background,justClass,processedRace,processedWeapons
Outlander,Fighter,Elf,Longsword|Longbow|Handaxe
Guild Artisan,Warlock,Half-Elf,"Crossbow, Light|Dagger"
Soldier,Fighter,Dwarf,Longsword|Handaxe
Soldier,Fighter,Human,Longsword|Handaxe
Knight,Paladin,Genasi,Halberd|Halberd|Handaxe|Dagger|Warhammer
Sailor,Barbarian,Half-Orc,Greataxe|Handaxe|Javelin|Greatsword
Sailor,Barbarian,Half-Orc,Greataxe|Handaxe|Javelin|Greatsword
Criminal,Wizard,Half-Elf,Quarterstaff
Entertainer,Bard,Custom,Rapier|Dagger
Acolyte,Cleric,Dwarf,Mace
Charlatan,Rogue,Elf,Rapier|Shortbow|Dagger
Hermit,Barbarian,Half-Orc,Greataxe|Handaxe|Javelin
Folk Hero,Barbarian,Halfling,Greataxe|Handaxe|Javelin
Entertainer,Bard,Halfling,Rapier|Dagger
Charlatan,Artificer,Halfling,"Spear|Dagger|Crossbow, Light|Lance"
Sage,Artificer,Half-Elf,Mace|Javelin
Outlander,Rogue,Tabaxi,Rapier|Shortbow|Dagger|Scimitar|Scimitar
Entertainer,Bard,Half-Elf,Rapier|Dagger
Noble,Bard,Human,Dagger|Dagger
Outlander,Ranger,Half-Elf,Shortsword|Longbow
Acolyte,Cleric,Custom,Mace|Spear|Glaive
Acolyte,Cleric,Custom,Mace|Spear|Glaive
Outlander,Ranger,Custom,Shortsword|Longbow|Longsword
Acolyte,Cleric,Human,"Mace|Crossbow, Light"
Charlatan,Sorcerer,Human,"Crossbow, Light|Dagger"
Acolyte,Cleric,Half-Orc,"Mace|Longsword|Crossbow, Light"
Criminal,Cleric,Dwarf,"Warhammer|Crossbow, Light"
Noble,Warlock,Half-Elf,"Crossbow, Light|Dagger"
Criminal,Rogue,Human,Rapier|Shortbow|Dagger
Folk Hero,Sorcerer,Dwarf,Spear|Dagger
Sailor,Rogue,Human,Rapier|Shortbow|Dagger
Criminal,Rogue,Half-Elf,Rapier|Shortbow|Dagger
Acolyte,Paladin,Elf,Scimitar|Javelin
Urchin,Ranger,Elf,"Shortsword|Longbow|Crossbow, hand|Longsword"
Folk Hero,Artificer,Dwarf,"Quarterstaff|Mace|Crossbow, Light"
Soldier,Fighter,Elf,"Battleaxe|Crossbow, Light"
Guild Artisan,Sorcerer,Gnome,"Crossbow, Light|Dagger"
Outlander,Wizard,Gnome,Dagger
Folk Hero,Warlock,Human,Handaxe|Dagger
Charlatan,Bard,Human,Rapier|Dagger|Shortbow
Knight,Fighter,Human,"Longsword|Crossbow, Light"
Soldier,Wizard,Custom,Quarterstaff
Entertainer,Sorcerer,Genasi,Quarterstaff|Dagger
Soldier,Monk,Human,Shortsword|Dart|Unarmed Strike
Outlander,Barbarian,Dwarf,Greataxe|Handaxe|Javelin
Acolyte,Cleric,Custom,Dart
Guild Artisan,Rogue,Dwarf,"Shortsword|Handaxe|Crossbow, hand|Dagger"
Folk Hero,Paladin,Human,Whip|Halberd
Outlander,Ranger,Gnome,Shortsword|Longbow|Spear|Scimitar|Quarterstaff
Folk Hero,Monk,Elf,Dart|Unarmed Strike|Longbow|Quarterstaff|Longsword
Sailor,Fighter,Half-Orc,"Longsword|Crossbow, Heavy"
Soldier,Cleric,Dragonborn,Mace|Spear
Noble,Fighter,Custom,"Longbow|Rapier|Lance|Crossbow, Light"
Sage,Artificer,Human,"Dagger|Crossbow, Light"
Outlander,Ranger,Gnome,Shortsword|Longbow
Sage,Cleric,Firbolg,Mace|Handaxe
Outlander,Rogue,Tiefling,Shortsword|Shortbow|Dagger
Criminal,Cleric,Human,Mace|Quarterstaff
Folk Hero,Sorcerer,Elf,Quarterstaff|Dagger
Criminal,Rogue,Human,"Dagger|Dagger|Crossbow, Light"
Hermit,Druid,Half-Orc,None
Outlander,Cleric,Human,Mace|Longsword
Guild Artisan,Artificer,Human,"Dagger|Dagger|Crossbow, Light"
Charlatan,Rogue,Half-Elf,Rapier|Shortbow|Dagger
Outlander,Bard,Halfling,Dagger|Shortsword
Acolyte,Paladin,Human,Greatsword|Morningstar|Dagger
Entertainer,Bard,Halfling,Dagger
Outlander,Warlock,Genasi,Dagger
Outlander,Cleric,Dwarf,Warhammer|Javelin|Dagger|Handaxe|Quarterstaff
Soldier,Fighter,Elf,Longbow|Longsword|Handaxe
Noble,Fighter,Human,Greatsword|Longbow
Noble,Wizard,Half-Elf,Dagger
Pirate,Barbarian,Half-Orc,Greataxe|Handaxe|Javelin
Outlander,Cleric,Human,Warhammer
Folk Hero,Monk,Human,Quarterstaff|Dart|Unarmed Strike
Noble,Cleric,Aasimar,Mace
Soldier,Barbarian,Goliath,Greataxe|Handaxe|Javelin
Outlander,Rogue,Elf,"Shortsword|Shortbow|Dagger|Crossbow, Heavy"
Sailor,Barbarian,Goliath,Greataxe|Handaxe|Javelin
Sailor,Barbarian,Aasimar,Greataxe|Handaxe|Javelin
Acolyte,Sorcerer,Warforged,Greatclub|Dagger
Criminal,Rogue,Halfling,Rapier|Shortbow|Dagger
Soldier,Paladin,Half-Orc,Longsword|Javelin
Noble,Fighter,Human,"Shortsword|Crossbow, Light"
Outlander,Druid,Elf,Shortbow|Quarterstaff
Charlatan,Rogue,Gnome,Rapier|Shortbow|Dagger
Outlander,Barbarian,Human,Greatsword|Handaxe|Javelin|Longsword
Hermit,Druid,Firbolg,Scimitar
Hermit,Monk,Turtle,Shortsword|Dart|Unarmed Strike
Folk Hero,Paladin,Aasimar,Longsword|Javelin
Criminal,Rogue,Goblin,Rapier|Shortbow|Dagger
Noble,Sorcerer,Aasimar,Dagger
Outlander,Ranger,Elf,Shortsword|Longbow
Sage,Wizard,Elf,Dagger
Entertainer,Bard,Half-Elf,Rapier|Dagger
Acolyte,Cleric,Dragonborn,Mace
Noble,Fighter,Human,Longbow|Rapier|Handaxe
Acolyte,Warlock,Elf,Dagger|Greatsword|Longbow
Charlatan,Wizard,Tiefling,Dagger
Outlander,Barbarian,Half-Orc,Greataxe|Mace|Javelin
Soldier,Fighter,Human,Longsword|Handaxe|Glaive
Soldier,Fighter,Human,Glaive|Greatsword|Handaxe|Longsword
Urchin,Sorcerer,Human,Club|Dagger
Acolyte,Cleric,Dwarf,"Crossbow, Light|Quarterstaff"
Sailor,Rogue,Human,Rapier|Shortbow|Dagger
Hermit,Monk,Elf,Quarterstaff|Dart|Unarmed Strike
Acolyte,Wizard,Human,Quarterstaff
Acolyte,Fighter,Human,"Shortsword|Crossbow, Light"
Hermit,Monk,Dragonborn,Dart|Unarmed Strike
Criminal,Rogue,Tiefling,Shortsword|Shortbow|Dagger
Folk Hero,Ranger,Human,Shortsword|Longbow
Acolyte,Wizard,Elf,Quarterstaff
Noble,Paladin,Half-Elf,Flail|Dagger
Soldier,Fighter,Half-Orc,Battleaxe|Handaxe
Sage,Monk,Turtle,Shortsword|Dart|Unarmed Strike
Outlander,Ranger,Half-Elf,Shortsword|Longbow|Longbow|Longbow|Longbow|Shortsword|Shortsword|Shortsword
Hermit,Sorcerer,Tiefling,"Crossbow, Light|Dagger"
Entertainer,Bard,Half-Elf,"Dagger|Crossbow, hand"
Soldier,Fighter,Elf,"Crossbow, Light|Rapier"
Outlander,Barbarian,Human,Whip|Spear|Javelin
Noble,Wizard,Human,None
Soldier,Sorcerer,Aasimar,"Crossbow, Light|Dagger"
Guild Artisan,Monk,Firbolg,Shortsword|Dart|Unarmed Strike
Sage,Druid,Dwarf,Scimitar|Quarterstaff|Battleaxe|Sickle|Longsword|Shortsword
Guild Artisan,Cleric,Tiefling,"Warhammer|Crossbow, Light"
Guild Artisan,Cleric,Tiefling,"Warhammer|Crossbow, Light"
Urchin,Monk,Halfling,Shortsword|Dart|Unarmed Strike
Acolyte,Paladin,Human,Glaive|Javelin
Entertainer,Bard,Half-Elf,"Dagger|Crossbow, Light"
Sage,Druid,Dwarf,Scimitar
Sage,Warlock,Human,Glaive
Entertainer,Bard,Half-Elf,Rapier|Dagger
Outlander,Barbarian,Dragonborn,"Shortsword|Crossbow, hand|Dagger|Net"
Urchin,Rogue,Tiefling,"Shortsword|Dagger|Crossbow, hand"
Sailor,Barbarian,Half-Orc,Greataxe|Handaxe|Javelin
Acolyte,Cleric,Human,Mace|Dagger
Criminal,Paladin,Half-Elf,Lance|Javelin|Longsword
Sailor,Cleric,Human,"Crossbow, Light|Trident"
Soldier,Wizard,Elf,Dagger|Spear
Entertainer,Warlock,Human,Dagger
Guild Artisan,Paladin,Human,Battleaxe|Greatsword|Javelin
Acolyte,Paladin,Human,Longsword|Javelin
Outlander,Druid,Gnome,Quarterstaff|Light hammer
Acolyte,Warlock,Tiefling,Dagger
Folk Hero,Cleric,Half-Elf,"Mace|Crossbow, Light"
Sage,Wizard,Human,Dagger
Gladiator,Fighter,Elf,Rapier|Net|Handaxe
Acolyte,Cleric,Tiefling,"Mace|Crossbow, Light"
Outlander,Barbarian,Dwarf,"Greataxe|Handaxe|Javelin|Crossbow, Heavy|Unarmed Strike|Greataxe"
Entertainer,Monk,Elf,Quarterstaff|Dart|Unarmed Strike
Noble,Fighter,Human,"Longsword|Crossbow, Light"
Criminal,Rogue,Elf,"Rapier|Shortsword|Dagger|Crossbow, hand|Dagger"
Outlander,Druid,Gnome,Spear|Handaxe
Folk Hero,Fighter,Human,"Crossbow, Light"
Charlatan,Rogue,Human,Rapier|Shortbow|Dagger
Sage,Wizard,Half-Orc,None
Outlander,Barbarian,Dwarf,Battleaxe|Warhammer|Javelin
Hermit,Monk,Turtle,Shortsword|Dart|Unarmed Strike
Criminal,Rogue,Tiefling,Dagger|Shortsword|Shortbow
Noble,Fighter,Dwarf,Battleaxe|Handaxe
Acolyte,Cleric,Dwarf,"Warhammer|Crossbow, Light"
Acolyte,Cleric,Human,Warhammer|Glaive|Light hammer
Noble,Wizard,Custom,Dagger|Quarterstaff
Criminal,Ranger,Genasi,Shortsword|Longbow|Whip
Sailor,Ranger,Human,"Shortsword|Longbow|Crossbow, hand|Net"
Folk Hero,Ranger,Elf,"Shortsword|Longbow|Crossbow, Light|Longbow"
Outlander,Ranger,Half-Orc,Dagger|Spear|Longbow
Sage,Druid,Half-Elf,Quarterstaff|Scimitar
Knight,Cleric,Human,Mace|Handaxe
Entertainer,Bard,Tiefling,Rapier|Dagger
Acolyte,Warlock,Elf,"Crossbow, Light|Dagger|Greatsword"
Criminal,Monk,Elf,Shortsword|Dart|Unarmed Strike
Sage,Sorcerer,Custom,Dagger
Outlander,Druid,Half-Elf,Spear
Sage,Artificer,Halfling,"Dagger|Quarterstaff|Crossbow, Light|Crossbow, hand"
Urchin,Rogue,Halfling,Rapier|Shortbow|Dagger|Dagger
Sage,Druid,Half-Elf,"Scimitar|Crossbow, Light|Quarterstaff"
Soldier,Ranger,Human,Shortsword|Longbow
Soldier,Paladin,Human,Longsword|Javelin
Sage,Wizard,Goblin,Quarterstaff
Criminal,Ranger,Tabaxi,Longbow|Rapier
Urchin,Sorcerer,Genasi,Shortbow|Dagger
Criminal,Monk,Human,Shortsword|Unarmed Strike
Charlatan,Bard,Goblin,Rapier|Dagger
Hermit,Druid,Halfling,None
Sage,Wizard,Human,Dagger
Soldier,Fighter,Dragonborn,Longsword
Entertainer,Bard,Elf,"Crossbow, Light|Dagger"
Sailor,Rogue,Genasi,"Crossbow, hand"
Outlander,Barbarian,Half-Orc,Greataxe|Javelin|Spear
Outlander,Barbarian,Human,Greatsword|Handaxe|Javelin
Acolyte,Monk,Human,Unarmed Strike|Longsword|Longbow
Outlander,Druid,Half-Orc,None
Acolyte,Cleric,Elf,"Warhammer|Crossbow, Light"
Urchin,Monk,Elf,Mace|Quarterstaff|Unarmed Strike|Shortbow
Hermit,Barbarian,Human,Greataxe|Javelin|Greatsword
Outlander,Fighter,Half-Orc,"Crossbow, Light|Longsword"
Noble,Paladin,Elf,"Rapier|Dagger|Crossbow, hand"
Entertainer,Druid,Elf,Quarterstaff
Sailor,Rogue,Half-Elf,Rapier|Shortbow|Dagger
Acolyte,Wizard,Gnome,Quarterstaff
Folk Hero,Ranger,Human,Shortsword|Longbow
Folk Hero,Warlock,Half-Elf,"Crossbow, Light|Dagger"
Soldier,Barbarian,Half-Orc,Greataxe|Javelin
Outlander,Fighter,Elf,Longsword
Knight,Paladin,Human,Morningstar|Javelin
Soldier,Fighter,Human,"Longsword|Crossbow, Light"
Urchin,Monk,Turtle,Quarterstaff|Dart|Unarmed Strike
Acolyte,Cleric,Gnome,"Mace|Crossbow, Light"
Hermit,Druid,Turtle,None
Soldier,Fighter,Dragonborn,Javelin|Greatsword|Spear|Warhammer|Longsword|Mace|Trident|Longbow|Handaxe
Entertainer,Bard,Halfling,"Rapier|Dagger|Crossbow, hand"
Outlander,Ranger,Elf,Shortsword|Longbow
Criminal,Rogue,Half-Elf,Rapier|Shortbow|Dagger
Hermit,Barbarian,Gnome,Greataxe|Handaxe|Javelin
Sage,Warlock,Half-Elf,"Crossbow, Light|Dagger"
Criminal,Wizard,Dwarf,Dagger
Guild Artisan,Paladin,Dwarf,Handaxe|Warhammer|Halberd
Acolyte,Cleric,Human,Mace|Light hammer
Criminal,Warlock,Elf,"Crossbow, Light|Dagger"
Soldier,Ranger,Elf,Quarterstaff|Handaxe|Longbow
Hermit,Monk,Halfling,Shortsword|Dart|Unarmed Strike
Criminal,Fighter,Human,Shortbow|Whip
Criminal,Rogue,Halfling,Rapier|Shortbow|Dagger
Sage,Sorcerer,Human,"Crossbow, Light|Dagger|Rapier"
Sage,Wizard,Tiefling,Dagger
Sage,Bard,Half-Elf,Rapier|Dagger|Longbow
Outlander,Druid,Firbolg,Scimitar|Sling|Warhammer
Acolyte,Paladin,Half-Elf,Javelin|Mace
Acolyte,Wizard,Half-Orc,Dagger
Outlander,Fighter,Elf,None
Hermit,Wizard,Gnome,Quarterstaff
Hermit,Ranger,Firbolg,Greatclub|Handaxe|Longbow
Soldier,Fighter,Goliath,"Crossbow, Light"
Sage,Wizard,Elf,Dagger
Folk Hero,Monk,Human,Quarterstaff|Dart|Unarmed Strike
Outlander,Druid,Firbolg,Sling|Quarterstaff|Dagger
Outlander,Druid,Human,Rapier|Dagger|Dagger
Acolyte,Cleric,Human,"Mace|Crossbow, Light"
Criminal,Rogue,Elf,Rapier|Dagger|Longbow
Folk Hero,Fighter,Dragonborn,"Shortsword|Crossbow, hand|Greatsword"
Sage,Wizard,Gnome,Quarterstaff|Dagger
Criminal,Rogue,Human,Rapier|Shortbow|Dagger|Longbow
Soldier,Fighter,Dwarf,Handaxe|War pick
Outlander,Monk,Turtle,Quarterstaff|Dart|Unarmed Strike
Folk Hero,Rogue,Elf,Rapier|Shortbow|Dagger
Soldier,Warlock,Human,Greatsword
Sage,Wizard,Elf,Dagger
Sage,Warlock,Tiefling,Quarterstaff|Spear|Dagger
Soldier,Ranger,Human,Handaxe|Dagger|Longbow
Hermit,Monk,Dragonborn,Shortsword|Dart|Unarmed Strike
Hermit,Monk,Elf,Unarmed Strike|Dagger|Shortsword|Longbow|Longsword
Hermit,Monk,Dragonborn,Shortsword|Dart|Unarmed Strike
Soldier,Fighter,Elf,"Crossbow, Heavy|Lance"
Urchin,Fighter,Human,"Longbow|Rapier|Crossbow, Light"
Acolyte,Cleric,Aasimar,"Mace|Crossbow, Light"
Sage,Wizard,Warforged,Quarterstaff
Knight,Warlock,Warforged,"Crossbow, Light|Dagger|Glaive"
Criminal,Fighter,Goblin,"Crossbow, Light|Dagger"
Guild Artisan,Cleric,Dwarf,Warhammer|Light hammer
Folk Hero,Paladin,Firbolg,Warhammer
Noble,Bard,Half-Elf,Rapier|Dagger
Noble,Bard,Half-Elf,Rapier|Dagger
Charlatan,Ranger,Goblin,Handaxe|Club|Longbow
Entertainer,Bard,Dragonborn,Longsword|Dagger
Hermit,Druid,Firbolg,Quarterstaff
Outlander,Ranger,Half-Orc,Shortsword|Longbow
Pirate,Warlock,Aasimar,"Crossbow, Light|Dagger"
Hermit,Sorcerer,Human,"Crossbow, Light|Dagger"
Noble,Bard,Half-Elf,Rapier|Dagger
Guild Artisan,Rogue,Halfling,Rapier|Shortbow|Dagger|Dagger
Guild Artisan,Cleric,Dwarf,"Warhammer|Handaxe|Greataxe|Crossbow, Light"
Hermit,Barbarian,Goliath,Greataxe|Handaxe|Javelin
Outlander,Sorcerer,Half-Elf,"Crossbow, Light|Dagger"
Sailor,Cleric,Genasi,"Warhammer|Crossbow, Light"
Soldier,Paladin,Dwarf,Battleaxe|Javelin
Sage,Wizard,Elf,Quarterstaff|Longbow
Guild Artisan,Cleric,Human,"Mace|Crossbow, Light"
Hermit,Cleric,Dwarf,"Mace|Crossbow, Light"
Urchin,Rogue,Halfling,Shortsword|Shortbow|Dagger|Rapier
Criminal,Monk,Human,Shortsword|Dart|Unarmed Strike
Criminal,Monk,Human,Shortsword|Dart|Unarmed Strike
Sailor,Fighter,Dwarf,"Greataxe|Crossbow, Heavy|Battleaxe"
Outlander,Druid,Firbolg,Scimitar
Noble,Cleric,Elf,War pick|Rapier
Soldier,Fighter,Halfling,"Maul|Longsword|Crossbow, Light"
Charlatan,Ranger,Elf,Sickle|Longbow|Whip
Hermit,Cleric,Dwarf,"Crossbow, Light|Warhammer|Maul"
Entertainer,Bard,Gnome,Rapier|Dagger
Hermit,Cleric,Elf,"Mace|Crossbow, Light|Longsword|Rapier"
Outlander,Ranger,Elf,Shortsword|Longbow
Entertainer,Monk,Custom,Spear|Dart|Unarmed Strike
Acolyte,Cleric,Human,"Mace|Crossbow, Light"
Sage,Wizard,Human,Quarterstaff
Urchin,Monk,Human,Quarterstaff|Dart|Unarmed Strike
Soldier,Barbarian,Human,Greatsword|Handaxe|Javelin
Soldier,Fighter,Human,Battleaxe|Longbow|Handaxe
Guild Artisan,Fighter,Human,Longbow|Warhammer|Light hammer
Charlatan,Bard,Tabaxi,Rapier|Dagger
Soldier,Cleric,Human,Warhammer
Urchin,Wizard,Elf,Rapier
Criminal,Rogue,Goblin,Shortsword|Shortbow|Dagger
Soldier,Barbarian,Dwarf,Greataxe|Handaxe|Javelin
Outlander,Fighter,Tabaxi,Battleaxe|Handaxe
Sailor,Artificer,Dwarf,"Handaxe|Dagger|Crossbow, Light"
Urchin,Monk,Elf,Shortsword|Dart|Unarmed Strike|Longsword|Longbow|Shortbow|Javelin|Rapier
Urchin,Sorcerer,Tiefling,"Dagger|Crossbow, hand"
Outlander,Barbarian,Human,Greataxe|Handaxe|Javelin
Urchin,Rogue,Human,"Shortsword|Shortsword|Dagger|Crossbow, hand"
Sailor,Cleric,Human,Warhammer|Handaxe
Sailor,Fighter,Tiefling,Maul|Greatsword|Handaxe
Guild Artisan,Artificer,Human,"Dagger|Quarterstaff|Crossbow, Light"
Entertainer,Bard,Elf,Rapier|Dagger
Sage,Sorcerer,Half-Elf,Quarterstaff|Dagger
Outlander,Wizard,Human,Dagger
Entertainer,Bard,Half-Elf,Rapier|Dagger
Sage,Sorcerer,Elf,Trident|Dagger
Urchin,Rogue,Halfling,Rapier|Shortbow|Dagger|Dagger
Noble,Paladin,Tiefling,War pick|Javelin
Hermit,Druid,Warforged,Handaxe
Folk Hero,Ranger,Human,Shortsword|Longbow
Sage,Sorcerer,Aasimar,"Crossbow, Light|Dagger"
Sage,Warlock,Half-Elf,Quarterstaff|Handaxe|Dagger
Guild Artisan,Sorcerer,Human,Quarterstaff|Dagger
Guild Artisan,Sorcerer,Human,Dagger|Quarterstaff
Hermit,Ranger,Elf,Dagger|Shortsword
Urchin,Monk,Goblin,"Dart|Unarmed Strike|Scimitar|Crossbow, hand|Flail"
Sailor,Barbarian,Half-Orc,Greataxe|Handaxe|Javelin
Soldier,Barbarian,Human,Greatsword|Dagger|Javelin
Sage,Wizard,Dragonborn,Dagger
Hermit,Barbarian,Goblin,Morningstar|Handaxe|Javelin
Noble,Barbarian,Goblin,Greataxe|Handaxe|Javelin
Outlander,Ranger,Elf,Longbow|Rapier
Soldier,Ranger,Half-Elf,Shortsword|Longbow|Longsword
Sage,Wizard,Elf,Quarterstaff
Noble,Wizard,Elf,Dagger|Shortsword
Folk Hero,Paladin,Gnome,"Javelin|Crossbow, Heavy"
Folk Hero,Wizard,Elf,Quarterstaff
Soldier,Fighter,Elf,Rapier
Sage,Monk,Human,Spear|Dart|Unarmed Strike
Soldier,Barbarian,Elf,Greataxe|Handaxe|Javelin
Folk Hero,Druid,Firbolg,Sling|Quarterstaff
Acolyte,Cleric,Elf,Mace
Hermit,Druid,Elf,Scimitar
Charlatan,Bard,Half-Elf,Rapier|Dagger
Criminal,Monk,Human,Quarterstaff|Dart|Unarmed Strike
Noble,Monk,Human,Quarterstaff|Dart|Unarmed Strike
Noble,Paladin,Human,Longsword
Outlander,Monk,Halfling,Shortsword|Dart|Unarmed Strike
Urchin,Sorcerer,Human,Dagger
Outlander,Druid,Dragonborn,None
Acolyte,Cleric,Dwarf,"Warhammer|Crossbow, Heavy"
Sailor,Bard,Half-Elf,Club|Dagger|Dagger|Shortsword
Knight,Fighter,Human,Glaive|Net
Folk Hero,Paladin,Dwarf,Maul|Flail|Javelin
Acolyte,Paladin,Human,Halberd|Shortsword|Dagger
Folk Hero,Paladin,Goliath,Battleaxe|Javelin
Sailor,Barbarian,Human,Greatsword|Handaxe|Javelin
Acolyte,Ranger,Elf,Shortsword|Longbow
Soldier,Fighter,Human,Handaxe
Acolyte,Cleric,Half-Orc,"Warhammer|Crossbow, Light|Crossbow, Heavy|Unarmed Strike|Glaive"
Noble,Monk,Tabaxi,Shortsword|Dart|Unarmed Strike|Longsword
Folk Hero,Barbarian,Dwarf,Greataxe|Handaxe|Javelin
Knight,Paladin,Dragonborn,Longsword|Javelin
Sailor,Ranger,Halfling,Shortsword|Longbow
Acolyte,Cleric,Dragonborn,"Mace|Crossbow, Light"
Acolyte,Cleric,Elf,"Mace|Crossbow, Light"
Sage,Wizard,Human,Quarterstaff
Urchin,Ranger,Elf,Shortsword|Longbow|Club
Acolyte,Cleric,Human,Mace
Sage,Druid,Firbolg,None
Charlatan,Rogue,Tabaxi,Rapier|Shortbow|Dagger
Criminal,Fighter,Tabaxi,Longbow|Whip|Scimitar
Criminal,Rogue,Custom,Dagger
Soldier,Barbarian,Dwarf,Greataxe|Battleaxe|Javelin|Handaxe
Criminal,Rogue,Human,Shortsword|Shortsword|Dagger
Urchin,Rogue,Elf,Shortsword|Shortbow|Dagger
Sage,Wizard,Human,Quarterstaff
Acolyte,Druid,Gnome,Scimitar
Criminal,Rogue,Elf,Rapier|Shortbow|Dagger
Acolyte,Wizard,Gnome,Quarterstaff
Knight,Barbarian,Human,Greataxe|Handaxe|Javelin
Outlander,Ranger,Elf,Quarterstaff|Dagger|Longbow
Entertainer,Bard,Human,Rapier|Dagger
Outlander,Barbarian,Goliath,Greataxe|Handaxe|Javelin|Spear
Hermit,Druid,Human,Scimitar
Entertainer,Warlock,Half-Orc,Javelin|Dagger
Criminal,Wizard,Elf,Quarterstaff
Hermit,Rogue,Elf,Rapier|Shortbow|Dagger
Sage,Wizard,Elf,Quarterstaff
Noble,Warlock,Tabaxi,Dagger
Criminal,Bard,Human,Rapier|Dagger
Outlander,Cleric,Tiefling,"Mace|Crossbow, Light|Quarterstaff"
Soldier,Barbarian,Dwarf,Battleaxe|Handaxe|Javelin
Soldier,Paladin,Half-Elf,Battleaxe|Javelin
Hermit,Warlock,Aasimar,Longsword
Outlander,Druid,Human,Dagger
Outlander,Fighter,Human,"Longsword|Crossbow, Light"
Outlander,Monk,Elf,Shortsword|Dart|Unarmed Strike
Entertainer,Bard,Half-Elf,Rapier|Dagger
Sage,Wizard,Elf,Quarterstaff
Knight,Fighter,Warforged,"Maul|Greatsword|Crossbow, Light"
Criminal,Warlock,Human,"Dagger|Crossbow, hand|Scimitar"
Sage,Wizard,Elf,Quarterstaff
Sailor,Cleric,Human,Mace|Glaive
Outlander,Barbarian,Goliath,Handaxe|Javelin
Sailor,Rogue,Half-Elf,Rapier|Shortbow|Dagger
Guild Artisan,Bard,Human,Longsword|Dagger
Charlatan,Bard,Goblin,Sling|Dagger
Knight,Paladin,Aasimar,Greatsword|Javelin|Warhammer
Outlander,Ranger,Goblin,Shortsword|Longbow
Urchin,Rogue,Human,"Shortbow|Dagger|Shortsword|Mace|Longsword|Crossbow, hand"
Criminal,Monk,Human,Shortsword|Dart|Unarmed Strike
Acolyte,Cleric,Goblin,"Crossbow, Light|Sickle|Dagger"
Noble,Sorcerer,Human,"Crossbow, Light|Dagger"
Guild Artisan,Rogue,Halfling,"Shortbow|Dagger|Dagger|Shortsword|Crossbow, hand"
Sailor,Rogue,Halfling,Shortsword|Shortsword|Dagger
Criminal,Rogue,Halfling,"Shortsword|Shortbow|Crossbow, Light|Scimitar|Dagger"
Criminal,Rogue,Halfling,Rapier|Shortsword|Dagger
Sailor,Fighter,Human,"Longbow|Scimitar|Rapier|Crossbow, Light"
Sage,Monk,Halfling,Quarterstaff|Dart|Unarmed Strike
Folk Hero,Barbarian,Dwarf,Handaxe|Dagger
Folk Hero,Ranger,Elf,"Shortsword|Longbow|Unarmed Strike|Crossbow, Heavy|Shortsword"
Urchin,Druid,Half-Elf,Sickle|Warhammer
Criminal,Rogue,Halfling,Rapier|Shortsword|Dagger
Sailor,Druid,Genasi,None
Sailor,Rogue,Genasi,Rapier|Shortsword|Dagger
Folk Hero,Paladin,Genasi,Trident|Net
Noble,Barbarian,Dragonborn,Greataxe|Handaxe|Javelin|Greataxe
Criminal,Paladin,Half-Orc,Flail|Javelin
Charlatan,Warlock,Tiefling,"Crossbow, Light|Dagger"
Entertainer,Bard,Human,Rapier|Dagger
Charlatan,Rogue,Human,Shortsword|Shortsword|Dagger
Entertainer,Bard,Elf,"Rapier|Dagger|Crossbow, Light"
Sage,Fighter,Half-Orc,"Longsword|Crossbow, Light"
Outlander,Monk,Elf,Shortsword|Dart|Unarmed Strike|Whip|Longsword|Longbow|Net
Acolyte,Monk,Goliath,Spear|Dart|Unarmed Strike
Urchin,Fighter,Goliath,"Crossbow, Heavy|Longsword|Longbow"
Charlatan,Wizard,Gnome,Dagger
Acolyte,Cleric,Gnome,Mace|Dagger
Acolyte,Warlock,Human,"Crossbow, Light|Dagger|Quarterstaff|Longbow"
Folk Hero,Ranger,Human,Mace|Battleaxe
Criminal,Monk,Human,Shortsword|Unarmed Strike
Criminal,Fighter,Tiefling,Longbow|Shortsword|Scimitar|Longsword|Javelin|Longbow
Criminal,Sorcerer,Elf,"Crossbow, Light|Dagger"
Noble,Fighter,Dragonborn,Longsword|Longbow|Greataxe
Soldier,Fighter,Human,Longbow|Longbow|Scimitar|Handaxe
Outlander,Ranger,Gnome,Shortbow|Shortsword|Shortsword|Dagger
Soldier,Fighter,Tiefling,Glaive|Greatsword
Soldier,Fighter,Halfling,Longbow|Longbow|Shortsword
Soldier,Fighter,Dwarf,Morningstar
Soldier,Fighter,Half-Orc,Battleaxe|Battleaxe|Handaxe
Sage,Druid,Gnome,Quarterstaff
Folk Hero,Barbarian,Human,Greataxe|Handaxe|Javelin|Spear|Warhammer
Outlander,Ranger,Elf,Shortsword|Longbow
Charlatan,Rogue,Halfling,Rapier|Shortsword|Dagger
Noble,Wizard,Elf,Dagger|Whip|Rapier
Acolyte,Sorcerer,Aasimar,"Crossbow, Light|Dagger"
Acolyte,Warlock,Aasimar,"Crossbow, Light|Dagger|Battleaxe"
Soldier,Cleric,Human,Battleaxe|Javelin|Dagger|Shortsword|Unarmed Strike|Club|Dagger
Criminal,Rogue,Human,Rapier|Shortbow|Dagger
Urchin,Sorcerer,Human,Dagger
Soldier,Cleric,Custom,"Crossbow, Light|Maul"
Guild Artisan,Cleric,Dwarf,"Warhammer|Crossbow, Light"
Outlander,Fighter,Human,Unarmed Strike
Sage,Cleric,Human,Quarterstaff
